Run_ID	Created_At	PR	Failed_s390x_Jobs	Failed_Job_URLs	Run_URL	Title
33132802963	2026-08-28T01:25:17Z	-	test-java-plugins / Slow tests (noble, s390x, edge, 3.12)	https://github.com/canonical/craft-parts/actions/runs/33132802963/job/98725931392	https://github.com/canonical/craft-parts/actions/runs/33132802963	ci: use empty strings to prevent workflow evaluation failures
33102906349	2026-08-27T18:19:39Z	-	test-java-plugins / Slow tests (noble, s390x, edge, 3.12)	https://github.com/canonical/craft-parts/actions/runs/33102906349/job/98626499031	https://github.com/canonical/craft-parts/actions/runs/33102906349	fix: refresh build snaps if already installed
33084867601	2026-08-27T14:54:40Z	-	test-java-plugins / Slow tests (noble, s390x, edge, 3.12)	https://github.com/canonical/craft-parts/actions/runs/33084867601/job/98561931201	https://github.com/canonical/craft-parts/actions/runs/33084867601	chore: release 2.35.1
33035789392	2026-08-27T03:14:58Z	-	test-java-plugins / Slow tests (noble, s390x, edge, 3.12)	https://github.com/canonical/craft-parts/actions/runs/33035789392/job/98398061698	https://github.com/canonical/craft-parts/actions/runs/33035789392	feat: use '@' for separating deb names and versions
32987636689	2026-08-26T16:18:17Z	-	test-common / Slow tests (noble, s390x, edge, 3.12); test-other-plugins / Slow tests (noble, s390x, edge, 3.12); test-python-plugins / Slow tests (noble, s390x, edge, 3.12); test-java-plugins / Slow tests (noble, s390x, edge, 3.12); test-common / Fast tests (noble, s390x, edge)	https://github.com/canonical/craft-parts/actions/runs/32987636689/job/98237555310; https://github.com/canonical/craft-parts/actions/runs/32987636689/job/98237555317; https://github.com/canonical/craft-parts/actions/runs/32987636689/job/98237555364; https://github.com/canonical/craft-parts/actions/runs/32987636689/job/98237555438; https://github.com/canonical/craft-parts/actions/runs/32987636689/job/98237556288	https://github.com/canonical/craft-parts/actions/runs/32987636689	build(deps): lock file maintenance
32987578728	2026-08-26T16:17:32Z	-	test-common / Slow tests (noble, s390x, edge, 3.12); test-python-plugins / Slow tests (noble, s390x, edge, 3.12); test-other-plugins / Slow tests (noble, s390x, edge, 3.12); test-common / Fast tests (noble, s390x, edge); test-java-plugins / Slow tests (noble, s390x, edge, 3.12)	https://github.com/canonical/craft-parts/actions/runs/32987578728/job/98237368805; https://github.com/canonical/craft-parts/actions/runs/32987578728/job/98237368878; https://github.com/canonical/craft-parts/actions/runs/32987578728/job/98237368898; https://github.com/canonical/craft-parts/actions/runs/32987578728/job/98237368969; https://github.com/canonical/craft-parts/actions/runs/32987578728/job/98237369093	https://github.com/canonical/craft-parts/actions/runs/32987578728	build(deps): lock file maintenance (main)
32968140588	2026-08-26T12:21:33Z	-	test-java-plugins / Slow tests (noble, s390x, edge, 3.12)	https://github.com/canonical/craft-parts/actions/runs/32968140588/job/98175278777	https://github.com/canonical/craft-parts/actions/runs/32968140588	feat: use '@' for separating deb names and versions
32925237537	2026-08-26T03:07:01Z	-	test-java-plugins / Slow tests (noble, s390x, edge, 3.12)	https://github.com/canonical/craft-parts/actions/runs/32925237537/job/98046757160	https://github.com/canonical/craft-parts/actions/runs/32925237537	feat: use '@' for separating deb names and versions
32917824927	2026-08-26T01:08:14Z	-	test-java-plugins / Slow tests (noble, s390x, edge, 3.12)	https://github.com/canonical/craft-parts/actions/runs/32917824927/job/98025132094	https://github.com/canonical/craft-parts/actions/runs/32917824927	docs(dump): add usage examples
32881748426	2026-08-25T18:05:43Z	-	test-python-plugins / Slow tests (noble, s390x, edge, 3.12)	https://github.com/canonical/craft-parts/actions/runs/32881748426/job/97912649020	https://github.com/canonical/craft-parts/actions/runs/32881748426	docs: update reference for the rust plugin
32878200400	2026-08-25T17:29:37Z	-	test-other-plugins / Slow tests (noble, s390x, edge, 3.12); test-java-plugins / Slow tests (noble, s390x, edge, 3.12); test-common / Slow tests (noble, s390x, edge, 3.12)	https://github.com/canonical/craft-parts/actions/runs/32878200400/job/97935432214; https://github.com/canonical/craft-parts/actions/runs/32878200400/job/97935432266; https://github.com/canonical/craft-parts/actions/runs/32878200400/job/97935432652	https://github.com/canonical/craft-parts/actions/runs/32878200400	fix: refresh build snaps if already installed
32877140160	2026-08-25T17:18:46Z	-	test-common / Slow tests (noble, s390x, edge, 3.12)	https://github.com/canonical/craft-parts/actions/runs/32877140160/job/97897916291	https://github.com/canonical/craft-parts/actions/runs/32877140160	fix: refresh build snaps if already installed
32756255931	2026-08-24T17:22:32Z	-	test-java-plugins / Slow tests (noble, s390x, edge, 3.12)	https://github.com/canonical/craft-parts/actions/runs/32756255931/job/97789111201	https://github.com/canonical/craft-parts/actions/runs/32756255931	fix(deb): refresh apt cache before marking packages
32754973505	2026-08-24T17:09:18Z	-	test-java-plugins / Slow tests (noble, s390x, edge, 3.12)	https://github.com/canonical/craft-parts/actions/runs/32754973505/job/97520492742	https://github.com/canonical/craft-parts/actions/runs/32754973505	build(deps): update pre-commit hook astral-sh/ruff-pre-commit to v0.16.4 (main)
32754919536	2026-08-24T17:08:43Z	-	test-java-plugins / Slow tests (noble, s390x, edge, 3.12)	https://github.com/canonical/craft-parts/actions/runs/32754919536/job/97520441811	https://github.com/canonical/craft-parts/actions/runs/32754919536	feat: improve error message for checksum mismatch (#1683)
32734076781	2026-08-24T13:40:30Z	-	test-java-plugins / Slow tests (noble, s390x, edge, 3.12)	https://github.com/canonical/craft-parts/actions/runs/32734076781/job/97452690610	https://github.com/canonical/craft-parts/actions/runs/32734076781	fix(validator): use stdout for command output
32731953682	2026-08-24T13:18:49Z	-	test-java-plugins / Slow tests (noble, s390x, edge, 3.12)	https://github.com/canonical/craft-parts/actions/runs/32731953682/job/97445930971	https://github.com/canonical/craft-parts/actions/runs/32731953682	build(deps): update pre-commit hook astral-sh/ruff-pre-commit to v0.16.4
32731901069	2026-08-24T13:18:17Z	-	test-java-plugins / Slow tests (noble, s390x, edge, 3.12)	https://github.com/canonical/craft-parts/actions/runs/32731901069/job/97445764538	https://github.com/canonical/craft-parts/actions/runs/32731901069	test: add tests for chowns after file migration (#1680)
32693609794	2026-08-24T05:27:35Z	-	test-java-plugins / Slow tests (noble, s390x, edge, 3.12)	https://github.com/canonical/craft-parts/actions/runs/32693609794/job/97331578072	https://github.com/canonical/craft-parts/actions/runs/32693609794	fix(validator): use stdout for command output
32639217503	2026-08-23T12:22:43Z	-	test-common / Fast tests (noble, s390x, edge); test-java-plugins / Slow tests (noble, s390x, edge, 3.12)	https://github.com/canonical/craft-parts/actions/runs/32639217503/job/97193599183; https://github.com/canonical/craft-parts/actions/runs/32639217503/job/97193599222	https://github.com/canonical/craft-parts/actions/runs/32639217503	feat: show url of package that could not be retrieved
32618187818	2026-08-23T04:33:58Z	-	test-java-plugins / Slow tests (noble, s390x, edge, 3.12)	https://github.com/canonical/craft-parts/actions/runs/32618187818/job/97142178865	https://github.com/canonical/craft-parts/actions/runs/32618187818	build(deps): update pre-commit hook astral-sh/ruff-pre-commit to v0.16.4 (main)
32601900535	2026-08-22T22:14:55Z	-	test-java-plugins / Slow tests (noble, s390x, edge, 3.12)	https://github.com/canonical/craft-parts/actions/runs/32601900535/job/97101336454	https://github.com/canonical/craft-parts/actions/runs/32601900535	fix(plugins/qmake): use source-subdir if declared
32601850195	2026-08-22T22:13:49Z	-	test-java-plugins / Slow tests (noble, s390x, edge, 3.12)	https://github.com/canonical/craft-parts/actions/runs/32601850195/job/97101230198	https://github.com/canonical/craft-parts/actions/runs/32601850195	feat(package/apt): validate all stage packages
32601697771	2026-08-22T22:10:32Z	-	test-java-plugins / Slow tests (noble, s390x, edge, 3.12)	https://github.com/canonical/craft-parts/actions/runs/32601697771/job/97427790940	https://github.com/canonical/craft-parts/actions/runs/32601697771	build(deps): update pre-commit hook astral-sh/ruff-pre-commit to v0.16.4
32595831028	2026-08-22T20:09:02Z	-	test-java-plugins / Slow tests (noble, s390x, edge, 3.12)	https://github.com/canonical/craft-parts/actions/runs/32595831028/job/97086485023	https://github.com/canonical/craft-parts/actions/runs/32595831028	fix(executor): preserve special files during build copy
32573461638	2026-08-22T12:36:47Z	-	test-java-plugins / Slow tests (noble, s390x, edge, 3.12)	https://github.com/canonical/craft-parts/actions/runs/32573461638/job/97032292776	https://github.com/canonical/craft-parts/actions/runs/32573461638	docs: update reference for the rust plugin
32551646245	2026-08-22T04:25:07Z	-	test-other-plugins / Slow tests (noble, s390x, edge, 3.12)	https://github.com/canonical/craft-parts/actions/runs/32551646245/job/96979295740	https://github.com/canonical/craft-parts/actions/runs/32551646245	fix(deb): avoid python-apt for installed package checks
32548293369	2026-08-22T03:11:25Z	-	test-java-plugins / Slow tests (noble, s390x, edge, 3.12)	https://github.com/canonical/craft-parts/actions/runs/32548293369/job/96970685945	https://github.com/canonical/craft-parts/actions/runs/32548293369	feat(package/apt): validate all stage packages
32548204585	2026-08-22T03:09:30Z	-	test-java-plugins / Slow tests (noble, s390x, edge, 3.12)	https://github.com/canonical/craft-parts/actions/runs/32548204585/job/96970422198	https://github.com/canonical/craft-parts/actions/runs/32548204585	feat: improve error message for checksum mismatch
32527752312	2026-08-21T21:16:55Z	-	test-java-plugins / Slow tests (noble, s390x, edge, 3.12)	https://github.com/canonical/craft-parts/actions/runs/32527752312/job/96913310536	https://github.com/canonical/craft-parts/actions/runs/32527752312	fix: add git source mutual exclusivity to schema (#1679)
