Run_ID	Created_At	PR	Failed_s390x_Jobs	Failed_Job_URLs	Run_URL	Title
32498991575	2026-08-21T15:41:47Z	-	test-java-plugins / Slow tests (noble, s390x, edge, 3.12)	https://github.com/canonical/craft-parts/actions/runs/32498991575/job/96824064244	https://github.com/canonical/craft-parts/actions/runs/32498991575	fix: add git source mutual exclusivity to schema
32429220750	2026-08-20T23:34:32Z	-	test-java-plugins / Slow tests (noble, s390x, edge, 3.12)	https://github.com/canonical/craft-parts/actions/runs/32429220750/job/96617302176	https://github.com/canonical/craft-parts/actions/runs/32429220750	feat: Add agent skill to create new plugins
32400289713	2026-08-20T17:55:14Z	-	test-java-plugins / Slow tests (noble, s390x, edge, 3.12)	https://github.com/canonical/craft-parts/actions/runs/32400289713/job/96526603991	https://github.com/canonical/craft-parts/actions/runs/32400289713	ci: make zizmor accept unpinned references to Starflow
32400290072	2026-08-20T17:55:14Z	-	test-java-plugins / Slow tests (noble, s390x, edge, 3.12)	https://github.com/canonical/craft-parts/actions/runs/32400290072/job/96533693787	https://github.com/canonical/craft-parts/actions/runs/32400290072	ci: run tests on Ubuntu 26.04
32400287153	2026-08-20T17:55:13Z	-	test-java-plugins / Slow tests (noble, s390x, edge, 3.12)	https://github.com/canonical/craft-parts/actions/runs/32400287153/job/96779225390	https://github.com/canonical/craft-parts/actions/runs/32400287153	test: delete integration test temp dirs on success in CI
32400285448	2026-08-20T17:55:12Z	-	test-java-plugins / Slow tests (noble, s390x, edge, 3.12)	https://github.com/canonical/craft-parts/actions/runs/32400285448/job/96526577243	https://github.com/canonical/craft-parts/actions/runs/32400285448	ci: don't install lxd (#1677)
32385670530	2026-08-20T15:21:47Z	-	test-java-plugins / Slow tests (noble, s390x, edge, 3.12)	https://github.com/canonical/craft-parts/actions/runs/32385670530/job/96479566385	https://github.com/canonical/craft-parts/actions/runs/32385670530	ci: make zizmor accept unpinned references to Starflow
32385668947	2026-08-20T15:21:46Z	-	test-java-plugins / Slow tests (noble, s390x, edge, 3.12)	https://github.com/canonical/craft-parts/actions/runs/32385668947/job/96479433955	https://github.com/canonical/craft-parts/actions/runs/32385668947	test: delete integration test temp dirs on success in CI
32375068243	2026-08-20T13:34:44Z	-	test-java-plugins / Slow tests (noble, s390x, edge, 3.12)	https://github.com/canonical/craft-parts/actions/runs/32375068243/job/96444583975	https://github.com/canonical/craft-parts/actions/runs/32375068243	test: delete integration test temp dirs on success in CI
32298309300	2026-08-19T20:24:00Z	-	test-java-plugins / Slow tests (noble, s390x, edge, 3.12)	https://github.com/canonical/craft-parts/actions/runs/32298309300/job/96215100486	https://github.com/canonical/craft-parts/actions/runs/32298309300	ci: run tests on Ubuntu 26.04
32271250171	2026-08-19T15:38:19Z	-	test-common / Fast tests (noble, s390x, edge); test-other-plugins / Slow tests (noble, s390x, edge, 3.12); test-java-plugins / Slow tests (noble, s390x, edge, 3.12); test-python-plugins / Slow tests (noble, s390x, edge, 3.12); test-common / Slow tests (noble, s390x, edge, 3.12)	https://github.com/canonical/craft-parts/actions/runs/32271250171/job/96127972182; https://github.com/canonical/craft-parts/actions/runs/32271250171/job/96127972198; https://github.com/canonical/craft-parts/actions/runs/32271250171/job/96127972274; https://github.com/canonical/craft-parts/actions/runs/32271250171/job/96127972534; https://github.com/canonical/craft-parts/actions/runs/32271250171/job/96127972559	https://github.com/canonical/craft-parts/actions/runs/32271250171	build(deps): lock file maintenance (main)
32271245733	2026-08-19T15:38:16Z	-	test-python-plugins / Slow tests (noble, s390x, edge, 3.12); test-java-plugins / Slow tests (noble, s390x, edge, 3.12); test-other-plugins / Slow tests (noble, s390x, edge, 3.12); test-common / Fast tests (noble, s390x, edge); test-common / Slow tests (noble, s390x, edge, 3.12)	https://github.com/canonical/craft-parts/actions/runs/32271245733/job/96127956238; https://github.com/canonical/craft-parts/actions/runs/32271245733/job/96127956334; https://github.com/canonical/craft-parts/actions/runs/32271245733/job/96127956376; https://github.com/canonical/craft-parts/actions/runs/32271245733/job/96127956435; https://github.com/canonical/craft-parts/actions/runs/32271245733/job/96127956488	https://github.com/canonical/craft-parts/actions/runs/32271245733	build(deps): lock file maintenance
32261949319	2026-08-19T14:05:33Z	-	test-java-plugins / Slow tests (noble, s390x, edge, 3.12)	https://github.com/canonical/craft-parts/actions/runs/32261949319/job/96157919733	https://github.com/canonical/craft-parts/actions/runs/32261949319	feat: add stage-slices key
32255074386	2026-08-19T12:53:50Z	-	test-common / Slow tests (noble, s390x, edge, 3.12)	https://github.com/canonical/craft-parts/actions/runs/32255074386/job/96074769002	https://github.com/canonical/craft-parts/actions/runs/32255074386	refactor: remove unused parameter list_only (#1671)
32177263997	2026-08-18T19:33:23Z	-	test-other-plugins / Slow tests (noble, s390x, edge, 3.12); test-common / Slow tests (noble, s390x, edge, 3.12); test-common / Fast tests (noble, s390x, edge); test-python-plugins / Slow tests (noble, s390x, edge, 3.12); test-java-plugins / Slow tests (noble, s390x, edge, 3.12)	https://github.com/canonical/craft-parts/actions/runs/32177263997/job/95841954287; https://github.com/canonical/craft-parts/actions/runs/32177263997/job/95841954306; https://github.com/canonical/craft-parts/actions/runs/32177263997/job/95841954349; https://github.com/canonical/craft-parts/actions/runs/32177263997/job/95841954426; https://github.com/canonical/craft-parts/actions/runs/32177263997/job/95841954461	https://github.com/canonical/craft-parts/actions/runs/32177263997	build(deps): lock file maintenance (main)
32177258537	2026-08-18T19:33:19Z	-	test-common / Slow tests (noble, s390x, edge, 3.12); test-python-plugins / Slow tests (noble, s390x, edge, 3.12); test-common / Fast tests (noble, s390x, edge); test-java-plugins / Slow tests (noble, s390x, edge, 3.12); test-other-plugins / Slow tests (noble, s390x, edge, 3.12)	https://github.com/canonical/craft-parts/actions/runs/32177258537/job/95841939221; https://github.com/canonical/craft-parts/actions/runs/32177258537/job/95841939233; https://github.com/canonical/craft-parts/actions/runs/32177258537/job/95841939249; https://github.com/canonical/craft-parts/actions/runs/32177258537/job/95841939338; https://github.com/canonical/craft-parts/actions/runs/32177258537/job/95841939395	https://github.com/canonical/craft-parts/actions/runs/32177258537	build(deps): lock file maintenance
32172509165	2026-08-18T18:42:34Z	-	test-java-plugins / Slow tests (noble, s390x, edge, 3.12)	https://github.com/canonical/craft-parts/actions/runs/32172509165/job/95826753598	https://github.com/canonical/craft-parts/actions/runs/32172509165	ci: add zizmor actions permission (#1670)
32153747843	2026-08-18T15:19:24Z	-	test-common / Slow tests (noble, s390x, edge, 3.12)	https://github.com/canonical/craft-parts/actions/runs/32153747843/job/95765801231	https://github.com/canonical/craft-parts/actions/runs/32153747843	fix(deb): refresh apt cache before marking packages
31922941951	2026-08-16T02:53:34Z	-	test-java-plugins / Slow tests (noble, s390x, edge, 3.12)	https://github.com/canonical/craft-parts/actions/runs/31922941951/job/95105751367	https://github.com/canonical/craft-parts/actions/runs/31922941951	feat(snaps): use '@' for separating stage-snap names from their channels.
31914738449	2026-08-15T23:26:40Z	-	test-java-plugins / Slow tests (noble, s390x, edge, 3.12)	https://github.com/canonical/craft-parts/actions/runs/31914738449/job/95084840017	https://github.com/canonical/craft-parts/actions/runs/31914738449	build(deps): update pre-commit hook astral-sh/ruff-pre-commit to v0.16.2
31902940075	2026-08-15T19:05:34Z	-	test-java-plugins / Slow tests (noble, s390x, edge, 3.12)	https://github.com/canonical/craft-parts/actions/runs/31902940075/job/95056359210	https://github.com/canonical/craft-parts/actions/runs/31902940075	build(deps): update pre-commit hook astral-sh/ruff-pre-commit to v0.16.3
31834201678	2026-08-14T19:38:50Z	-	test-java-plugins / Slow tests (noble, s390x, edge, 3.12)	https://github.com/canonical/craft-parts/actions/runs/31834201678/job/94876706108	https://github.com/canonical/craft-parts/actions/runs/31834201678	feat: add stage-slices key
31744479481	2026-08-13T21:11:10Z	-	test-java-plugins / Slow tests (noble, s390x, edge, 3.12)	https://github.com/canonical/craft-parts/actions/runs/31744479481/job/94595658233	https://github.com/canonical/craft-parts/actions/runs/31744479481	feat: add stage-slices key
31733527675	2026-08-13T18:58:57Z	-	test-java-plugins / Slow tests (noble, s390x, edge, 3.12)	https://github.com/canonical/craft-parts/actions/runs/31733527675/job/94559606670	https://github.com/canonical/craft-parts/actions/runs/31733527675	fix(executor): handle empty-string organize path
31725222419	2026-08-13T17:20:38Z	-	test-java-plugins / Slow tests (noble, s390x, edge, 3.12)	https://github.com/canonical/craft-parts/actions/runs/31725222419/job/94531829520	https://github.com/canonical/craft-parts/actions/runs/31725222419	fix: prevent file deletion during self-linking in link_or_copy
31721924340	2026-08-13T16:41:08Z	-	test-java-plugins / Slow tests (noble, s390x, edge, 3.12); test-common / Fast tests (noble, s390x, edge); test-python-plugins / Slow tests (noble, s390x, edge, 3.12)	https://github.com/canonical/craft-parts/actions/runs/31721924340/job/94520745606; https://github.com/canonical/craft-parts/actions/runs/31721924340/job/94520745662; https://github.com/canonical/craft-parts/actions/runs/31721924340/job/94520745675	https://github.com/canonical/craft-parts/actions/runs/31721924340	build(deps): lock file maintenance (main)
31721920182	2026-08-13T16:41:05Z	-	test-python-plugins / Slow tests (noble, s390x, edge, 3.12); test-common / Fast tests (noble, s390x, edge); test-common / Slow tests (noble, s390x, edge, 3.12)	https://github.com/canonical/craft-parts/actions/runs/31721920182/job/94520731082; https://github.com/canonical/craft-parts/actions/runs/31721920182/job/94520731297; https://github.com/canonical/craft-parts/actions/runs/31721920182/job/94520731320	https://github.com/canonical/craft-parts/actions/runs/31721920182	build(deps): lock file maintenance
31720802573	2026-08-13T16:27:55Z	-	test-java-plugins / Slow tests (noble, s390x, edge, 3.12)	https://github.com/canonical/craft-parts/actions/runs/31720802573/job/94517013916	https://github.com/canonical/craft-parts/actions/runs/31720802573	fix(npm): escape backslash line continuation in tar command
31720763020	2026-08-13T16:27:27Z	-	test-java-plugins / Slow tests (noble, s390x, edge, 3.12)	https://github.com/canonical/craft-parts/actions/runs/31720763020/job/94516878634	https://github.com/canonical/craft-parts/actions/runs/31720763020	Add zizmor permissions to policy job in policy.yaml (#1668)
31708300973	2026-08-13T14:05:10Z	-	test-java-plugins / Slow tests (noble, s390x, edge, 3.12)	https://github.com/canonical/craft-parts/actions/runs/31708300973/job/94474367834	https://github.com/canonical/craft-parts/actions/runs/31708300973	feat(snaps): use '@' for separating stage-snap names from their channels.
31656236875	2026-08-13T00:59:15Z	-	test-other-plugins / Slow tests (noble, s390x, edge, 3.12)	https://github.com/canonical/craft-parts/actions/runs/31656236875/job/94500202735	https://github.com/canonical/craft-parts/actions/runs/31656236875	chore: add zizmor permissions to policy workflow job
31522566940	2026-08-11T18:24:41Z	-	test-java-plugins / Slow tests (noble, s390x, edge, 3.12)	https://github.com/canonical/craft-parts/actions/runs/31522566940/job/93883282253	https://github.com/canonical/craft-parts/actions/runs/31522566940	feat(snaps): use '@' for separating stage-snap names from their channels.
31517330314	2026-08-11T17:23:43Z	-	test-common / Fast tests (noble, s390x, edge)	https://github.com/canonical/craft-parts/actions/runs/31517330314/job/93865640913	https://github.com/canonical/craft-parts/actions/runs/31517330314	build(deps): lock file maintenance (main)
31517326077	2026-08-11T17:23:40Z	-	test-common / Fast tests (noble, s390x, edge)	https://github.com/canonical/craft-parts/actions/runs/31517326077/job/93865625417	https://github.com/canonical/craft-parts/actions/runs/31517326077	build(deps): lock file maintenance
31517289314	2026-08-11T17:23:14Z	-	test-java-plugins / Slow tests (noble, s390x, edge, 3.12)	https://github.com/canonical/craft-parts/actions/runs/31517289314/job/93865504786	https://github.com/canonical/craft-parts/actions/runs/31517289314	build(deps): update pre-commit hook astral-sh/ruff-pre-commit to v0.16.3 (main)
31517283646	2026-08-11T17:23:10Z	-	test-java-plugins / Slow tests (noble, s390x, edge, 3.12)	https://github.com/canonical/craft-parts/actions/runs/31517283646/job/93865485877	https://github.com/canonical/craft-parts/actions/runs/31517283646	build(deps): update pre-commit hook astral-sh/ruff-pre-commit to v0.16.2
31510229315	2026-08-11T16:01:49Z	-	test-java-plugins / Slow tests (noble, s390x, edge, 3.12)	https://github.com/canonical/craft-parts/actions/runs/31510229315/job/93842231530	https://github.com/canonical/craft-parts/actions/runs/31510229315	docs: declare slug in config
31353292368	2026-08-10T03:41:23Z	-	test-common / Fast tests (noble, s390x, edge); test-java-plugins / Slow tests (noble, s390x, edge, 3.12); test-common / Slow tests (noble, s390x, edge, 3.12); test-python-plugins / Slow tests (noble, s390x, edge, 3.12)	https://github.com/canonical/craft-parts/actions/runs/31353292368/job/93348028655; https://github.com/canonical/craft-parts/actions/runs/31353292368/job/93348028659; https://github.com/canonical/craft-parts/actions/runs/31353292368/job/93348028669; https://github.com/canonical/craft-parts/actions/runs/31353292368/job/93348028682	https://github.com/canonical/craft-parts/actions/runs/31353292368	build(deps): lock file maintenance (main)
30783133060	2026-08-03T03:58:24Z	-	test-common / Slow tests (noble, s390x, edge, 3.12); test-common / Fast tests (noble, s390x, edge); test-other-plugins / Slow tests (noble, s390x, edge, 3.12); test-python-plugins / Slow tests (noble, s390x, edge, 3.12); test-java-plugins / Slow tests (noble, s390x, edge, 3.12)	https://github.com/canonical/craft-parts/actions/runs/30783133060/job/91591532443; https://github.com/canonical/craft-parts/actions/runs/30783133060/job/91591532468; https://github.com/canonical/craft-parts/actions/runs/30783133060/job/91591532472; https://github.com/canonical/craft-parts/actions/runs/30783133060/job/91591532495; https://github.com/canonical/craft-parts/actions/runs/30783133060/job/91591532556	https://github.com/canonical/craft-parts/actions/runs/30783133060	build(deps): lock file maintenance
30624601937	2026-07-31T10:44:45Z	-	test-java-plugins / Slow tests (noble, s390x, edge, 3.12)	https://github.com/canonical/craft-parts/actions/runs/30624601937/job/91136822385	https://github.com/canonical/craft-parts/actions/runs/30624601937	fix(executor): handle empty-string organize path
30441276755	2026-07-29T09:50:41Z	-	test-other-plugins / Slow tests (noble, s390x, edge, 3.12); test-java-plugins / Slow tests (noble, s390x, edge, 3.12)	https://github.com/canonical/craft-parts/actions/runs/30441276755/job/90540905674; https://github.com/canonical/craft-parts/actions/runs/30441276755/job/90540905683	https://github.com/canonical/craft-parts/actions/runs/30441276755	fix(deb): avoid python-apt for installed package checks
30233975316	2026-07-27T03:11:02Z	-	test-common / Fast tests (noble, s390x, edge); test-java-plugins / Slow tests (noble, s390x, edge, 3.12); test-common / Slow tests (noble, s390x, edge, 3.12); test-python-plugins / Slow tests (noble, s390x, edge, 3.12); test-other-plugins / Slow tests (noble, s390x, edge, 3.12)	https://github.com/canonical/craft-parts/actions/runs/30233975316/job/89878026243; https://github.com/canonical/craft-parts/actions/runs/30233975316/job/89878026280; https://github.com/canonical/craft-parts/actions/runs/30233975316/job/89878026319; https://github.com/canonical/craft-parts/actions/runs/30233975316/job/89878026334; https://github.com/canonical/craft-parts/actions/runs/30233975316/job/89878026396	https://github.com/canonical/craft-parts/actions/runs/30233975316	build(deps): lock file maintenance
30192875188	2026-07-26T07:28:45Z	-	test-java-plugins / Slow tests (noble, s390x, edge, 3.12)	https://github.com/canonical/craft-parts/actions/runs/30192875188/job/89769147037	https://github.com/canonical/craft-parts/actions/runs/30192875188	build(deps): update pre-commit hook astral-sh/ruff-pre-commit to v0.16.1 (main)
30180094435	2026-07-25T23:49:49Z	-	test-java-plugins / Slow tests (noble, s390x, edge, 3.12)	https://github.com/canonical/craft-parts/actions/runs/30180094435/job/89735086850	https://github.com/canonical/craft-parts/actions/runs/30180094435	build(deps): update pre-commit hook astral-sh/ruff-pre-commit to v0.16.0
30111869091	2026-07-24T17:09:03Z	-	test-common / Slow tests (noble, s390x, edge, 3.12); test-other-plugins / Slow tests (noble, s390x, edge, 3.12)	https://github.com/canonical/craft-parts/actions/runs/30111869091/job/89543153974; https://github.com/canonical/craft-parts/actions/runs/30111869091/job/89543154001	https://github.com/canonical/craft-parts/actions/runs/30111869091	Add support for ignoring phasing
30095526032	2026-07-24T13:05:32Z	-	test-java-plugins / Slow tests (noble, s390x, edge, 3.12)	https://github.com/canonical/craft-parts/actions/runs/30095526032/job/89498770810	https://github.com/canonical/craft-parts/actions/runs/30095526032	fix: prevent file deletion during self-linking in link_or_copy
29979519481	2026-07-23T04:25:44Z	-	test-common / Slow tests (noble, s390x, edge, 3.12)	https://github.com/canonical/craft-parts/actions/runs/29979519481/job/89118250439	https://github.com/canonical/craft-parts/actions/runs/29979519481	feat: add overlay-recommended-packages (#1651)
29961182529	2026-07-22T21:58:20Z	-	test-java-plugins / Slow tests (noble, s390x, edge, 3.12)	https://github.com/canonical/craft-parts/actions/runs/29961182529/job/89062390447	https://github.com/canonical/craft-parts/actions/runs/29961182529	feat: add overlay-recommended-packages
29948438870	2026-07-22T18:50:36Z	-	test-java-plugins / Slow tests (noble, s390x, edge, 3.12)	https://github.com/canonical/craft-parts/actions/runs/29948438870/job/89019732668	https://github.com/canonical/craft-parts/actions/runs/29948438870	ci: add copilot-collections config (#1655)
29931933097	2026-07-22T15:08:18Z	-	test-java-plugins / Slow tests (noble, s390x, edge, 3.12)	https://github.com/canonical/craft-parts/actions/runs/29931933097/job/88963616719	https://github.com/canonical/craft-parts/actions/runs/29931933097	docs: update craft-providers link
29926748196	2026-07-22T14:03:32Z	-	test-java-plugins / Slow tests (noble, s390x, edge, 3.12)	https://github.com/canonical/craft-parts/actions/runs/29926748196/job/88945767982	https://github.com/canonical/craft-parts/actions/runs/29926748196	docs: update craft-providers link
29920955250	2026-07-22T12:45:35Z	-	test-java-plugins / Slow tests (noble, s390x, edge, 3.12)	https://github.com/canonical/craft-parts/actions/runs/29920955250/job/88926025606	https://github.com/canonical/craft-parts/actions/runs/29920955250	feat: add overlay-recommended-packages
29785757879	2026-07-20T22:59:28Z	-	test-java-plugins / Slow tests (noble, s390x, edge, 3.12)	https://github.com/canonical/craft-parts/actions/runs/29785757879/job/88496844227	https://github.com/canonical/craft-parts/actions/runs/29785757879	build(deps): update actions/setup-node action to v7
29634192088	2026-07-18T06:33:18Z	-	test-java-plugins / Slow tests (noble, s390x, edge, 3.12)	https://github.com/canonical/craft-parts/actions/runs/29634192088/job/88053441082	https://github.com/canonical/craft-parts/actions/runs/29634192088	build(deps): update pre-commit hook astral-sh/ruff-pre-commit to v0.15.22 (main)
29607768635	2026-07-17T19:30:22Z	-	test-java-plugins / Slow tests (noble, s390x, edge, 3.12)	https://github.com/canonical/craft-parts/actions/runs/29607768635/job/87975055233	https://github.com/canonical/craft-parts/actions/runs/29607768635	fix(parts): run override build on working subdir
